source	target	mor
Nkx3-1	Clu	-1
Nkx3-1	Ctse	-1
Zfp746	Pck1	1
Zfp410	Chd4	1
Atf4	Lamp3	1
Cebpb	Ptk2	1
Cebpb	Slc9a1	1
Hes1	Crabp1	1
Bach1	Ccnd2	1
Bach1	Ccne2	1
Bach1	Ccng2	1
Creb3l1	Fgfbp1	-1
Creb3l1	Fgf2	-1
Foxp1	Cd22	-1
Irx1	Bdkrb2	-1
Irx1	Bpi	-1
Irx1	Fgf7	-1
Irx1	Nptx1	-1
Irx1	Ptger1	-1
Irx1	Celf2	-1
Irx1	Dkk3	-1
Irx1	Phyhipl	-1
Irx2	Cxcl10	-1
Myc	Ireb2	1
Snai2	Krt8	-1
Snai2	Krt19	-1
Snai2	Itgb1	-1
Snai2	Itgb4	-1
Tcf21	Nr5a1	-1
Zeb2	Zeb1	-1
Zeb2	Tert	-1
Zeb2	Mitf	1
Znf750	Snai1	-1
Notch1	Bmp2	-1
Notch1	Spp1	-1
Notch1	Runx2	-1
Notch1	Sox9	1
Notch1	Heyl	1
Notch1	Acta2	1
Notch1	Snai1	1
Notch1	Snai2	1
Notch1	Vegfa	1
Notch1	Cd44	1
Notch1	Nrp1	1
Notch1	Dll4	1
Notch1	Dll1	1
Notch1	Bmp10	1
Notch1	Col2a1	1
Tbx2	Oca2	-1
Tbx2	Cebpd	-1
Tbx2	Frzb	-1
Tbx2	Shisa3	-1
Tbx2	Ccn4	-1
Tbx2	Il33	-1
Tbx2	Adam10	-1
Tbx2	Tgfb2	1
Tbx2	Ccnd1	1
Tbx2	Gja5	1
Cnot7	Icam1	-1
Ctnnb1	Isl1	-1
Ctnnb1	Kcnip4	1
Fgf2	Gpc1	-1
Fgf2	Fgfr1	-1
Hand2	Slit3	-1
Hand2	Gnai1	-1
Hand2	Eif2s3	-1
Hand2	Ucp3	1
Hand2	Abra	1
Hand2	Pdk4	1
Hand2	Id1	1
Mecp2	Srf	-1
Mecp2	Myocd	-1
Mecp2	Pla2g7	-1
Mecp2	Nox4	-1
Park7	Bbc3	-1
Park7	Slc18a2	1
Park7	Txn	1
Park7	Nqo1	1
Park7	Gclm	1
Park7	Icam1	1
Park7	Th	1
Pawr	Vim	-1
Pawr	Cdh2	-1
Pawr	Cebpb	-1
Pgr	Hyal1	-1
Pparg	Tlr4	-1
Pparg	Pfkp	-1
Pparg	Acta2	-1
Pparg	Tgfbr1	-1
Pparg	Tfam	1
Pparg	Hspa9	1
Pparg	Vdac1	1
Pparg	Mfn2	1
Terf2	Icam1	-1
Terf2	Nos3	1
Tle5	Bcl2	-1
Zfp503	Zfp503	-1
Hdac9	Lpl	-1
Ppara	Vmp1	-1
Apbb1	Clu	-1
Bach2	P11517	-1
Bach2	Hbb	-1
Cggbp1	Fmr1	-1
Dnmt3a	Mlh1	-1
Dnmt3a	Tgfb2	-1
Dnmt3a	Ccnd1	-1
E2f7	E2f2	-1
Etv3	Myc	-1
Flywch1	Zeb1	-1
Foxs1	Faslg	-1
Hey2	Tbx2	-1
Hey2	Runx2	-1
Hey2	Kdr	1
Irf2bpl	Penk	-1
Irf2bpl	Gnrh1	1
Klf2	Vegfa	-1
Msc	Ckm	-1
Nfatc4	Axin2	-1
Nr4a2	Snca	1
Nr4a2	Kcnip4	1
Sin3a	Socs3	-1
Sin3a	Fgg	-1
Sin3a	Agt	-1
Sin3a	ifitm3	1
Sin3a	Stat3	-1
Skil	Myog	-1
Trps1	Zeb2	-1
Vdr	Slc19a1	1
Vdr	Krt1	1
Foxa2	Kcnj11	1
Jun	Usp28	1
Nr1h4	Dgkq	1
Nr5a1	Srebf1	1
Elk1	Nr4a1	1
Fli1	Nr4a1	1
Hcfc1	Cdk1	1
Hcfc1	Cdc6	1
Hcfc1	Pdx1	1
Id2	Hes1	-1
Myocd	Mylk	1
Qsox1	Adam10	1
Ar	Epb41l4b	1
Brca1	Nos3	1
Gata2	Kdr	1
Id3	Hes1	1
Phb1	Fbxo7	1
Ppargc1a	Tfam	1
Ppargc1a	Ide	1
Scx	Col2a1	1
Smad1	Runx2	1
Wnt3a	Axin2	1
Wnt3a	Tert	1
Barx2	Fgf12	1
Ccdc62	Cxcl12	1
Cebpz	Hspa4	1
Creb3l4	Hspa5	1
Dmtf1	Adm	1
Dmtf1	Areg	1
Dmtf1	Bcl3	1
Dmtf1	Egr1	1
Dmtf1	Junb	1
Foxf1	Scgb1a1	1
Hoxb5	Kdr	1
Lhx3	Vsx2	1
Lmx1a	Pitx3	1
Lmx1a	Nr4a2	1
Mef2b	Jun	1
Mef2c	Ckm	1
Neurod2	Itpr3	1
Pax9	Tk1	1
Prdm4	Bmp4	1
Prdm4	Gata6	1
Prdm4	Tbx3	1
Prdm4	Esrrb	1
Prdm4	Prdm14	1
Rax	Sag	1
Sox11	Dbn1	1
Tcf15	Scx	1
Tcf3	Scx	1
Thra	Sfrp2	1
Tox2	Ets1	1
Tox2	Il15	1
Tox2	Tbx21	1
Fev	Gch1	1
Fev	Gchfr	1
Fev	Qdpr	1
Kat6a	Runx2	1
Ncoa2	Ppard	1
Rbck1	Esrra	1
Rbck1	Ccnb1	1
Trim21	Jun	1
Trim8	Jun	1
Fhl2	Tcf3	-1
Fhl2	Hand1	-1
Rbfox2	Esr1	-1
Kat2a	Ppargc1a	-1
Lyar	Irf3	-1
Tcf23	Tcf3	-1
Tcf23	Myod1	-1
Zfp451	Smad2	-1
Zfp451	Smad4	-1
Ahr	Afmid	1
Ahr	Tdo2	1
Bcl6	Bmi1	1
Bcl6	Gli1	1
Bcor	Arid3a	1
Bcor	Bmi1	1
Bcor	Gli1	1
Bhlha15	Rab26	1
Brd4	Ankrd37	1
Brd4	Bcl2	1
Brd4	Dmap1	1
Brd4	Hs1bp3	1
Brd4	Kat5	1
Brd4	Stc2	1
Brd4	Tnf	1
Cbfa2t3	Epb42	1
Creb1	Cox8a	1
Creb1	Mrps18b	1
Creb1	Uqcrq	1
Creb1	Wars2	1
Crebbp	Ercc1	1
Elf3	Notch3	1
Esr1	Afmid	1
Esr1	Gsg1	1
Esr1	Tdo2	1
Ezh2	Evx2	1
Ezh2	Gpr26	1
Ezh2	Hoxc12	1
Ezh2	Hoxc13	1
Ezh2	Hoxc9	1
Ezh2	Hoxd1	1
Ezh2	Hoxd10	1
Ezh2	Hoxd13	1
Ezh2	Hoxd3	1
Ezh2	Hoxd9	1
Ezh2	Nme1	1
Ezh2	Onecut1	1
Ezh2	Parp12	1
Ezh2	Sox17	1
Fos	Greb1	1
Gata3	Cdh2	1
Gata3	Greb1	1
Gata3	Vapb	1
Gfi1	Rag1	1
Hdac1	Ehmt2	-1
Hdac3	Smad7	1
Hif1a	Ankrd37	1
Jun	Greb1	1
Jun	Tnfsf15	1
Mta1	Ehmt2	1
Myc	Camk2n1	1
Myc	Cnot6	1
Myc	Noct	1
Myc	Vps72	1
Nfatc1	Nkx2-3	1
Nr1h2	Hk1	1
Nr1h2	Pfkfb1	1
Nr1h3	Hk1	1
Nr1h3	Pfkfb1	1
Prmt5	Smad7	1
Rarg	Greb1	1
Sin3a	Tgfbr2	-1
Smad4	Tbx6	1
Smarca1	En2	1
Sp6	Sphk1	1
Sp6	Tgfbr2	-1
Srsf2	Aurkb	1
Srsf2	Col1a1	1
Srsf2	Hnrnpl	1
Srsf2	Rrm2	1
Srsf2	Rsrc2	1
Srsf2	Srsf2	1
Srsf2	Vim	1
Stat3	Mafb	1
Tfap2c	Foxa1	1
Tfap2c	Frem2	1
Trim28	Ifng	1
Vdr	Col1a1	1
Zbtb17	Camk2n1	1
Zbtb17	Cnot6	1
Zbtb17	Noct	1
Zbtb17	Foxg1	1
Zbtb17	Odc1	1
Zbtb17	Tmem11	1
Zbtb17	Vps72	1
Zeb2	Ehmt2	1
Zfp90	Ifng	1
Foxo4	Idh1	1
Foxo4	Trim63	1
Pparg	Bmal1	1
Pparg	Gls	-1
Neurog3	Neurog2	-1
Neurog3	Neurog1	1
Hif1a	Cd274	1
Hif1a	Kdm4b	1
Hif1a	Kdm2a	1
Hif1a	Tm9sf4	-1
Hif1a	Pdk1	1
Foxj1	Tekt1	1
Foxj1	Tekt2	1
Foxj1	Efhc1	1
Foxj1	Dnali1	1
Foxj1	Tuba1a	1
Foxj1	Dnai1	1
Sp1	Id1	1
Sp1	Rho	1
Egr1	Col4a1	1
Egr1	Col7a1	1
Egr1	Col11a1	1
Egr1	Col4a2	1
Ppara	Aqp3	1
Ctnnb1	Foxa2	1
Nfil3	Sostdc1	-1
Pax7	Myf5	1
Snai1	Plau	1
Snai1	Serpine1	1
Jun	Hsd3b6	1
Jun	Hsd3b	1
Jun	Gls	1
Jun	Cfi	1
Stat5a	Pim2	1
Stat5a	Dnmt3a	1
Stat5a	P11517	1
Stat5a	Hbb	1
Stat5a	Mef2c	-1
Stat3	Hspa1b	1
Stat3	Hspa1a	1
Stat3	Casp3	1
Stat3	Fbxo32	1
Stat3	Gap43	1
Stat3	Myod1	1
Cebpb	Got1	1
Twist1	Snai2	1
Twist1	Fap	1
Twist1	Hgf	1
Smarcb1	Csf1	1
Creb1	Pkm	1
Creb1	Ctnnb1	1
Creb1	Pax3	1
Creb1	Bcl2l1	1
Creb1	Hes1	1
Creb1	Myf5	1
Atf4	Sars2	1
Atf4	Dars2	1
Atf4	Lars1	1
Atf4	Aars2	1
Atf4	Tars2	1
Atf4	Wars2	1
Atf4	Nars1	1
Atf4	Yars2	1
Ybx1	Ndrg1	1
Mecp2	Notch1	-1
Mecp2	Ptpn1	-1
Mecp2	Dll1	-1
Mecp2	Fkbp5	-1
Mecp2	Crh	-1
Mecp2	Bdnf	-1
Mecp2	Grin2b	-1
Mecp2	Gria2	-1
Mef2c	Myh10	1
Mef2c	Myf6	1
Myog	Itga7	1
Thra	Oxt	1
Irx1	Anpep	1
Irx1	Ptgs2	1
Irx1	Kdr	1
Irx1	Ermap	1
Irx1	Egr1	-1
Irx1	Spon1	1
Irx1	Ugt8	1
Irx1	Ralgps1	1
Irx1	Inhba	1
Egr2	Gfi1	-1
Gfi1	Egr2	-1
Clock	Dpyd	1
Myc	Ubtf	1
Myc	Itga7	-1
Myc	Impdh2	1
Myc	Prps2	1
Myc	Shmt2	1
Myc	Dhodh	1
Myc	Slc2a1	1
Mef2a	Myh10	1
Runx1	Myc	-1
Hdac3	Atp6v0e2	-1
Smad3	Cdc25a	-1
Tp53	Mlh1	1
Tp53	Nr4a3	1
Tp53	Gmps	-1
Tp53	Fntb	1
Tp53	Fnta	1
Tp53	Dram2	-1
Tp53	Kdm4b	1
Tp53	Noxa1	1
Tp53	Zdhhc5	1
Tp53	Hk2	-1
Mef2d	Myh10	1
Mef2d	Des	1
Mef2d	Myf6	1
Nr3c1	Klf9	1
Nr3c1	Irak3	1
Nr3c1	Cebpa	1
Nr3c1	Cebpd	1
Nr3c1	Nr4a1	-1
Nr4a1	Nr3c1	-1
Nr3c1	Per1	1
Nr3c1	Timeless	1
Nr3c1	Per2	1
Nr2f2	Nr3c1	1
Nr3c1	Nr2f2	1
Nr3c1	Nr4a3	-1
Nr3c1	Cebpb	1
Cebpb	Nr3c1	1
Nr3c1	Nr4a2	-1
Nr3c1	Hnf4a	1
Srebf2	Snd1	1
Maml1	Notch1	1
LOC100911668	Mef2c	-1
Foxa1	Loxl2	1
Tcf4	Sox9	1
Lmx1a	Cux2	1
Nfia	Gas6	-1
Nfia	Epha8	1
Nfia	Epha5	1
Nfia	Slit1	1
Nfia	Rbfox3	1
Nfia	Id3	-1
Nfia	Neurod4	1
Nfia	Neurod1	1
Nfia	Epha4	1
Nfia	Myod1	1
Nfia	Robo1	1
Nfia	Myog	1
Gata3	Gls2	1
Hoxb8	Acta2	-1
Hoxb8	Tagln	-1
Fos	Hsd3b6	1
Fos	Hsd3b	1
Hes1	Pparg	-1
Hes1	Myod1	-1
Gata1	Spta1	1
Spi1	Tal2	1
Spi1	Anxa1	-1
Spi1	Egr2	1
Ppargc1a	Cpt1b	1
Ppargc1a	Bmal1	1
Ppargc1a	Mstn	-1
Ppargc1a	Cav3	1
Nr1d1	Ppargc1a	-1
Ppargc1a	Nr1d1	1
Ppargc1a	Cycs	1
Ppargc1a	Sod2	1
Ppargc1a	Cox5b	1
Ppargc1a	Slc2a4	1
Ppargc1a	Igf1	1
Ppargc1a	Cox4i1	1
Ppargc1a	Ppargc1a	1
Myod1	Fst	1
Myod1	Ccnd3	1
Myod1	Itga7	1
Dmtf1	Ect2	-1
Sox6	Col2a1	1
Sox6	Mest	1
Sox6	Cebpa	1
Sox6	Pparg	1
Irf2bpl	Pdyn	-1
Pou2f1	Myh10	1
Pou2f1	Hoxd10	1
Gata2	Klf1	1
Gata2	Trh	1
Trim28	Aldoa	-1
Foxo1	Idh1	1
Foxo1	Fbxo32	1
Atf6	Hyou1	1
Hnf1b	Afp	1
Mafa	Nkx6-1	1
Nkx6-1	Mafa	1
Fgf2	Ankh	1
Fgf2	Enpp1	1
Fgf2	P11517	-1
Fgf2	Hbb	-1
Fgf2	Tgfb1	1
Fgf2	Alpl	-1
Fgf2	Bmp2	1
Fgf2	Mmp13	1
Ar	Scn9a	1
Nfe2l2	Pgd	1
Nfe2l2	Ppat	1
Nfe2l2	G6pdx	1
Nfe2l2	Taldo1	1
Nfe2l2	Tkt	1
Runx2	Alpl	1
Runx2	Col2a1	1
Notch1	Notch1	1
Notch1	Pparg	1
Notch1	Erbb2	1
Notch1	Lfng	1
Notch1	Fabp7	1
Notch1	Il2ra	1
Notch1	Tcf12	1
E2f1	Usp37	1
Pou4f1	Scn9a	1
Nfyc	Gch1	1
Nfyc	Phgdh	1
Smad1	Gadd45g	1
Smad1	Gata3	1
Smad1	Hand1	1
Klf14	Sphk1	1
Cebpa	Gfi1	1
Cebpa	Fto	1
Yy1	Atp6v1a	1
Dlx2	Arx	1
Smad5	Hand1	1
Smad5	Gadd45g	1
Smad5	Smad6	1
Smad5	Gata3	1
Pax3	Fgfr4	1
Pax3	Pitx2	1
Foxp2	Grin2b	1
Foxp2	Reln	1
Creb3l1	Oxt	1
Etv6	P11517	1
Etv6	Hbb	1
Pou4f3	Lhx3	1
Ccnd1	Msi1	1
Tcf12	Notch3	1
Mlxipl	Fas	1
Mlxipl	Elovl6	1
Yap1	Fstl3	1
Yap1	Wwc1	1
Yap1	Bmp4	1
Esr1	Scn11a	-1
Esr1	Psen2	1
Esr1	Scn10a	-1
Esr1	Scn1a	-1
Esr1	Scn5a	-1
Esr1	Scn9a	-1
Esr1	Kdm4b	1
Esr1	Scn8a	1
Sall4	Sall1	-1
Sall4	Cecr2	1
Nfatc2	Il6	1
Nfatc2	Fst	1
Hdac1	Ube2d3	-1
Hdac1	Hes1	-1
Hdac1	Vdr	-1
Hdac1	Fshr	-1
Nr0b2	Thra	-1
Nr0b2	Nr1h2	-1
Nr0b2	Esr2	-1
Hlx	Egr1	-1
Hlx	Jun	1
Hlx	Ccnb1	1
Hlx	Elk1	1
Hlx	Myc	-1
Adnp	Becn1	1
Klf2	Hbe1	1
Rb1	Itga10	1
Maml2	Notch1	1
Maml2	Hes1	1
Spdef	Mmp13	-1
Dnmt1	Bag3	1
Nfyb	Gch1	1
Nfyb	Phgdh	1
Btg2	Sod2	1
Btg2	Cat	1
Btg2	Sod1	1
Snd1	Igfbp3	1
Zmiz1	Myc	1
Zbtb16	Rsad2	1
Myt1l	Yap1	-1
Myt1l	Hes1	-1
Deaf1	Rac3	1
Bach1	Gapdh	1
Bach1	Hk2	1
Gata6	Plxna2	1
Nfya	Phgdh	1
Nfya	Gch1	1
Irf3	Il6	1
Srf	Cnn1	1
Etv3	Ddx20	-1
Etv3	Etv3	-1
Etv3	Dusp6	-1
Lbx1	Snai1	1
Esr2	Scn10a	-1
Esr2	Scn9a	-1
Esr2	Scn1a	-1
Esr2	Scn11a	-1
Lyl1	Mef2c	1
Dnmt3a	Cdkn2c	-1
Dnmt3a	Cdkn2b	-1
Dnmt3a	Fgf21	-1
Srebf1	Snd1	-1
Srebf1	Pkm	1
Crebl2	Cebpa	1
Crebl2	Pparg	1
Rxrg	Mbp	1
Hmga1	Kitlg	1
Tbx5	Mta2	-1
Tbx5	Mtss1	1
Tbx5	Sncg	-1
Zfp804a	Ddit3	1
Zfp804a	Inhbe	1
Zfp804a	Clic2	-1
Zfp804a	Ankrd1	1
Zfp804a	Pik3ap1	1
Rorb	Bmal1	1
Ctbp1	Vdr	-1
Ctbp1	Cdkn2a	-1
Ctbp1	Cdh1	-1
Ctbp1	Ube2d3	-1
Epas1	Cacna1a	1
Epas1	P11517	1
Epas1	Hbb	1
Epas1	Kdm3a	1
Epas1	Kdm4b	1
Epas1	Kdm2a	1
Neurog1	Neurod2	1
Hoxc13	Foxn1	1
Hoxc13	Lamb2	1
Sin3a	Tert	-1
Npm1	Fbp1	-1
Emx1	Nrp1	1
Nkx2-5	Myl2	1
Ppard	Slc25a20	1
Jarid2	Myog	-1
Gli1	Hhip	1
Gli1	Mycn	1
Foxs1	Foxo4	-1
Cc2d1b	Htr1a	-1
Foxe1	Tgfb3	1
Nr4a3	Bbc3	1
Nr1d2	Bmal1	-1
Hes5	Atoh1	-1
Hes5	Neurog2	-1
Mxd1	Ubtf	-1
Zeb1	Fbp1	-1
Zfp503	Cdh1	-1
Zfp503	Gata3	-1
Mycn	Mef2c	-1
Trps1	Gdf5	-1
Rbbp8	Atm	1
Meis2	Cdkn2a	1
Meis2	Cdh1	1
Purb	Myh6	-1
Ncoa6	Greb1	1
Klf10	Tgfbi	1
Hoxb4	Igfbp1	1
Hes6	E2f1	1
Cebpa	Il24	-1
Cebpa	Cxcl12	1
Sp1	Tnfsf15	1
Irf1	Ifna1	1
Stat3	Il5	1
Stat3	Il4	-1
Stat3	Il13	1
Stat3	Cx3cl1	1
Stat3	Cxcl12	1
Stat3	Cxcl9	1
Stat3	Il22	1
Stat3	Il17f	1
Cebpb	Ccl4	-1
Stat5b	Il10	1
Stat5b	Csf2	1
Stat5b	Il9	1
Stat5b	Il13	-1
Stat5b	Cxcl9	1
Stat5a	Il5	1
Stat5a	Il13	-1
Stat5a	Cxcl9	1
Vdr	Ifng	1
Vdr	Tgfb2	1
Vdr	Cxcl5	-1
Hmga1	Cxcl12	1
Spi1	Il9	1
Spi1	Tnfsf4	1
Spi1	Il34	1
Nfya	Il10	-1
Nfya	Il4	1
Nfya	Tnfsf11	1
Nfyb	Il10	1
Nfyb	Il4	-1
Nfyb	Tnfsf11	1
Nfyc	Il10	1
Nfyc	Tnfsf11	-1
Ahr	Csf2	1
Ahr	Il4	1
Ahr	Il12b	-1
Ahr	Il21	1
Ahr	Il22	1
Spib	Il7	1
Fos	Il10	1
Fos	Il23a	1
Fos	Il1rn	1
Fos	Il13	1
Fos	Csf3	1
Fos	Cxcl16	1
Jun	Ccl7	1
Jun	Il21	1
Jun	Il1rn	1
Jun	Il13	1
Jun	Cx3cl1	1
Jun	Cxcl9	1
Jun	Il11	1
Jun	Cxcl16	1
Nfatc2	Tnfsf14	1
Nfatc2	Il12b	-1
Nfatc2	Il17a	-1
Nfatc1	Il10	1
Nfatc1	Csf2	1
Nfatc1	Tnfsf14	1
Nfatc1	Il21	1
Nfatc1	Il1rn	1
Nfatc1	Lif	1
Maf	Il21	1
Smad4	Ccl20	1
Smad4	Cxcl12	1
Nfe2l2	Il10	1
Nfe2l2	Il1a	1
Mef2a	Il1rn	1
Ets1	Il4	1
Ets1	Il24	1
Ets1	Il13	-1
Mef2d	Il10	1
Junb	Il12b	1
Junb	Il27	1
Junb	Il13	-1
Junb	Il11	1
Gata3	Il24	1
Foxo4	Il10	1
Batf	Il10	1
Batf	Il23a	1
Batf	Il21	1
Etv6	Il10	1
Etv6	Il12b	-1
Etv6	Il1a	1
Etv6	Ccl7	1
Etv6	Il19	1
Id2	Il10	1
Ctcf	Il10	1
Ctcf	Ifng	1
Ctcf	Il5	1
Ctcf	Il13	-1
Atf3	Il10	1
Atf3	Ifnb1	-1
Atf3	Il12b	-1
Atf3	Csf1	-1
Nfat5	Il10	1
Irf7	Il12b	-1
Irf7	Il27	1
Atf2	Tnfsf11	1
Atf2	Il18	1
Atf2	Il1rn	1
Atf2	Il11	1
Jund	Il21	1
Relb	Il12b	1
Relb	Ccl20	1
Relb	Il21	1
Relb	Ccl17	1
Relb	Cxcl12	1
Esr1	Tnfsf11	-1
Hif1a	Cxcl5	1
Yy1	Il6	1
Yy1	Tnf	-1
Yy1	Ccl4	1
Egr1	Csf3	1
Egr1	Il15	1
Smad3	Ccl20	1
Rxrb	Ifng	1
Crem	Csf2	1
Crem	Il4	1
Tbx21	Ccl4	1
Tbx21	Il17a	1
Tbx21	Ccl3	1
Tbx21	Il17f	1
Pparg	Cxcl2	1
Runx1	Il4	1
Ezh2	Tnf	-1
Ezh2	Il4	1
Ezh2	Il24	1
Ezh2	Il9	-1
Ezh2	Il13	-1
Ezh2	Il17a	1
Ezh2	Il17f	1
Bhlhe40	Ifng	1
Id1	Ifng	1
Id1	Tnf	1
Bcl6	Ccl4	-1
Bcl6	Ccl11	1
Bcl6	Il1a	1
Bcl6	Ccl17	1
Bcl6	Cxcl1	1
Bcl6	Ccl2	1
Bcl6	Cxcl14	1
Bcl6	Cxcl11	1
Bcl6	Csf1	-1
Hsf1	Cxcl1	1
Pou2f1	Il6	1
Egr2	Il4	1
Lmx1b	Il6	1
Twist1	Il6	-1
Twist1	Cxcl12	1
Arnt	Il6	1
Nr3c1	Il4	1
Nr3c1	Il1a	1
Nr3c1	Il13	1
Ehf	Il6	1
Nkx6-1	Il6	1
Atf4	Tnfsf11	1
Atf4	Il18	-1
Atf4	Il23a	1
Atf4	Cxcl2	1
Xbp1	Cxcl2	1
Ppara	Il1rn	1
Fli1	Il6	-1
Fli1	Il27	1
Fli1	Cxcl1	1
Fli1	Cxcl5	1
Zfp64	Il6	-1
Foxo1	Tgfb1	1
Fosl2	Il6	-1
Fosl2	Il2	1
Fosl2	Il11	1
Fosl2	Tgfb3	1
E2f1	Tgfb2	1
Sall4	Tnf	1
Sall4	Lta	-1
Esr2	Tnf	1
Nfatc4	Il12b	-1
Twist2	Tnf	1
Ar	Tnf	1
Atf7	Tnf	1
Atf7	Cxcl1	1
Zeb1	Tgfb1	1
Gata2	Csf2	1
Gata2	Il5	1
Gata2	Il4	1
Gata2	Il13	-1
Gata4	Il33	1
Pax2	Il5	1
Gfi1	Il5	1
Gfi1	Il13	-1
Gfi1	Csf1	-1
Gfi1	Il17f	1
Gata1	Il5	1
Gata1	Il4	1
Gata1	Il1a	1
Gata1	Il9	1
Elf4	Ifnb1	-1
Egr3	Il4	1
Tp53	Cxcl12	1
Stat2	Il27	1
Stat2	Il12a	1
Pax6	Tgfb2	1
Pax3	Tgfb2	1
Prrx1	Tgfb2	1
Prrx1	Tgfb3	1
Tfap4	Lta	-1
Sox5	Tnfsf11	1
Smad1	Cxcl12	1
Smad1	Il11	1
Hnf1a	Il17a	1
Hnf1a	Il17f	1
Tcf3	Lta	-1
Pitx2	Cxcl5	1
Nr1h3	Ccl24	-1
Ahr	Abcc3	1
Ahr	Areg	1
Ahr	Nr1i3	1
Ahr	Ifng	1
Ahr	Cyp2c7	1
Ahr	Mmp2	-1
Ahr	Mmp9	1
Ahr	Abcc2	1
Ahr	Slco2b1	1
Ahr	Abcc5	1
Ahr	Cdh1	1
Ahr	Gata3	-1
Ahr	Slc2a1	1
Ahr	Tgfb2	-1
Ahr	Prl	1
Ahr	Kng1	-1
Ahr	Lpl	1
Ahr	Serpinb2	1
Ahr	Tbx21	-1
Ahr	Ido1	1
Arnt	Ahrr	1
Ahrr	Arnt	-1
Aire	Ifnb1	1
Aire	Tshr	1
Aire	Rac1	1
Aire	Cyp2a3	1
Aire	Col2a1	1
Ar	Gsn	1
Ar	Clu	1
Ar	F2rl3	-1
Ar	Trpm8	1
Ar	Lep	1
Ar	Vdr	-1
Ar	Psmc3ip	1
Ar	Calca	-1
Ar	Ghrh	1
Ar	Ste2	1
Ar	Ste	1
Ar	Tbxa2r	1
Ar	Socs3	1
Ar	Klkb1	1
Ar	Bglap	1
Ar	Ccn2	1
Ar	Yy1	1
Yy1	Ar	1
Ar	Ibsp	1
Ar	Trpv6	1
Ar	Actg2	1
Ar	Serpine1	1
Ar	Sele	1
Ar	Ezr	1
Ar	Hspa5	1
Arnt	Ptgs2	1
Arnt	Aldh3a1	1
Arnt	Bnip3	1
Arnt	Lgals1	-1
Arnt	Hmox1	-1
Bmal1	Atf5	-1
Bmal1	Tp53	1
Bmal1	Acox1	1
Bmal1	Rbp2	1
Bmal1	Nampt	1
Bmal1	Nkx2-1	-1
Ascl1	Th	-1
Ascl1	Dbh	1
Ascl1	Neurog1	1
Neurog1	Ascl1	1
Ascl1	Ptf1a	1
Ascl1	Npy	-1
Ascl1	Ckm	1
Ascl1	Prok2	1
Ascl2	Cxcr4	1
Ascl2	Pcsk6	-1
Ascl2	Ascl1	1
Ascl2	Egr1	1
Ascl2	Ckm	1
Atf2	Hif1a	1
Atf2	Pparg	1
Atf2	Socs3	1
Atf3	Vegfa	1
Atf3	Pck2	-1
Atf3	Twist1	1
Atf3	Epas1	1
Atf3	Abcc1	-1
Atf3	Mmp9	1
Atf3	Il13	1
Atf4	Atf5	1
Atf4	Grin2a	1
Atf4	Drd2	1
Atf5	Mcl1	1
Atf6	Il6	1
Atf6	Ppargc1a	-1
Atf6	Vegfa	1
Atf6	Mef2a	-1
Atf6	Pck2	-1
Atf6	Ptpn1	1
Atf7	Tgfb2	1
Atoh1	Bdnf	1
Atoh1	Barhl2	1
Atoh1	Fgfr1	-1
Atoh1	Cdh1	-1
Atoh1	Neurog1	1
Neurog1	Atoh1	1
Atoh7	Isl1	1
Isl1	Atoh7	1
Atoh7	Gfi1	1
Atoh7	Neurod1	1
Atoh7	Isl2	1
Bach2	Hmox1	-1
Barx1	Tpm2	1
Barx1	Ncam1	1
Barx1	Sox9	1
Barx2	Ccnd1	1
Barx2	Hspa9	1
Barx2	Rbm15	1
Barx2	Sox5	1
Barx2	Mmp9	1
Bcl3	Ifng	1
Bcl3	Crtc3	-1
Bcl3	Camp	1
Bcl6	Ccnd1	1
Bcl6	Csf1r	1
Bcl6	Csn2	-1
Bhlha15	Ins2	-1
Bhlha15	Epo	1
Bhlha15	Gata4	1
Bhlha15	Tyr	1
Bhlha15	Sct	1
Bhlha15	Cdh1	1
Bhlha15	Nkx2-5	1
Bhlhe40	Il2	1
Bhlhe40	Ihh	1
Bhlhe40	Pck2	-1
Bhlhe40	Nr1h4	-1
Bhlhe40	Col2a1	1
Bhlhe40	Runx2	1
Bhlhe40	Il2ra	1
Bsx	Agrp	1
Bsx	Npy	1
Cdx2	Hnf1a	1
Cdx2	Ms4a12	1
Ppard	Cebpa	-1
Cebpa	Ppard	-1
Cebpa	Cdk4	-1
Cebpa	Smarca4	1
Cebpa	Sult2a1	-1
Cebpa	P50235	-1
Cebpa	St2a2	-1
Cebpa	Edn1	-1
Cebpa	Mif	-1
Cebpa	Pla2g2a	1
Cebpa	Ptk2	1
Cebpa	Asns	1
Cebpa	Ednrb	1
Cebpa	Fasn	1
Cebpa	Hpn	1
Cebpa	Mmp8	1
Cebpa	Tuba4a	1
Cebpa	Slc28a2	1
Cebpa	Junb	-1
Cebpa	Mat1a	1
Cebpa	Aacs	1
Cebpa	Camp	1
Cebpa	Ctnna1	-1
Cebpa	Gstz1	1
Cebpa	Irf1	-1
Cebpa	Pros1	1
Cebpa	Mia	-1
Cebpa	Casp8	1
Cebpa	Mc5r	1
Cebpa	Osr2	1
Cebpa	Angptl4	-1
Cebpa	Tnf	-1
Cebpa	Vdr	1
Cebpb	Cebpe	1
Cebpb	Atf6	-1
Cebpb	Fgfr2	1
Cebpb	Mmp10	1
